"";"...1";"ano";"uf";"rem_media_masculino";"rem_media_feminino";"razao_rem_media";"sigla_uf";"codigo_uf"
"859";"859";1990;12;1586,2537;1161,433;1,3658;"AC";"AC"
"860";"860";1990;43;4975,3082;4043,6668;1,2304;"RS";"RS"
"861";"861";1990;22;1487,1887;1178,8553;1,2616;"PI";"PI"
"862";"862";1990;26;3071,7658;2904,9352;1,0574;"PE";"PE"
"863";"863";1990;28;1902,2461;1694,1709;1,1228;"SE";"SE"
"864";"864";1990;21;2639,46;2368,3651;1,1145;"MA";"MA"
"865";"865";1990;15;2408,0789;1882,2283;1,2794;"PA";"PA"
"866";"866";1990;24;2792,0242;1844,1666;1,514;"RN";"RN"
"867";"867";1990;53;7392,2221;7816,1137;0,9458;"DF";"DF"
"868";"868";1989;33;3734,1871;2931,1721;1,274;"RJ";"RJ"
"869";"869";1989;27;2233,1373;1583,2335;1,4105;"AL";"AL"
"870";"870";1989;17;2762,6318;1828,0507;1,5112;"TO";"TO"
"871";"871";1989;26;2833,9992;2458,453;1,1528;"PE";"PE"
"872";"872";1989;15;2099,8204;1851,3807;1,1342;"PA";"PA"
"874";"874";1989;22;1853,2697;1040,7436;1,7807;"PI";"PI"
"875";"875";1989;42;4399,197;4622,1849;0,9518;"SC";"SC"
"876";"876";1989;32;4115,4638;2492,6562;1,651;"ES";"ES"
"877";"877";1989;25;2312,4417;1834,0024;1,2609;"PB";"PB"
"878";"878";1989;14;6635,1238;4357,2403;1,5228;"RR";"RR"
"879";"879";1989;21;1945,5944;1727,5255;1,1262;"MA";"MA"
"880";"880";1989;13;2945,6905;2216,3204;1,3291;"AM";"AM"
"881";"881";1989;51;1967,164;1374,2242;1,4315;"MT";"MT"
"882";"882";1989;16;5013,3079;4570,2532;1,0969;"AP";"AP"
"883";"883";1989;50;3486,7482;2444,586;1,4263;"MS";"MS"
"884";"884";1989;28;2057,4686;1630,6579;1,2617;"SE";"SE"
"885";"885";1989;29;2935,6073;2488,0348;1,1799;"BA";"BA"
"886";"886";1989;23;3232,6343;2064,2754;1,566;"CE";"CE"
"887";"887";1989;53;6067,9076;6129,0564;0,99;"DF";"DF"
"888";"888";1989;11;4045,509;3337,6886;1,2121;"RO";"RO"
"889";"889";1989;35;4859,226;4007,4951;1,2125;"SP";"SP"
"890";"890";1989;52;3538,3025;2593,4236;1,3643;"GO";"GO"
"891";"891";1989;31;4025,2449;3372,1737;1,1937;"MG";"MG"
"892";"892";1989;12;1109,8643;1013,1473;1,0955;"AC";"AC"
"893";"893";1989;41;3998,815;3357,1138;1,1911;"PR";"PR"
"894";"894";1989;24;3386,4672;2820,9249;1,2005;"RN";"RN"
"895";"895";1989;43;4876,3207;4310,3801;1,1313;"RS";"RS"
"896";"896";1988;24;2606,6611;1915,3982;1,3609;"RN";"RN"
"897";"897";1988;27;3038,949;2413,5439;1,2591;"AL";"AL"
"898";"898";1988;51;3861,2591;4958,3129;0,7787;"MT";"MT"
"899";"899";1988;43;4269,7329;3294,8466;1,2959;"RS";"RS"
"900";"900";1988;16;4844,6956;4427,3606;1,0943;"AP";"AP"
"901";"901";1988;35;4599,0317;3726,2694;1,2342;"SP";"SP"
"902";"902";1988;25;2031,9959;1703,4398;1,1929;"PB";"PB"
"903";"903";1988;15;2039,2121;1662,3162;1,2267;"PA";"PA"
"905";"905";1988;26;3123,2498;2813,2458;1,1102;"PE";"PE"
"906";"906";1988;11;3501,803;3247,9617;1,0782;"RO";"RO"
"907";"907";1988;21;8961,1605;14990,1502;0,5978;"MA";"MA"
"908";"908";1988;52;3119,5869;1975,4849;1,5791;"GO";"GO"
"909";"909";1988;53;5335,1828;5446,7672;0,9795;"DF";"DF"
"910";"910";1988;22;1658,4034;1213,7984;1,3663;"PI";"PI"
"911";"911";1988;28;2032,8479;1610,4395;1,2623;"SE";"SE"
"912";"912";1988;31;3849,2928;3682,722;1,0452;"MG";"MG"
"913";"913";1988;29;3887,8798;3101,8572;1,2534;"BA";"BA"
"914";"914";1988;23;3483,1096;2402,9593;1,4495;"CE";"CE"
"915";"915";1988;12;1170,3261;1140,7387;1,0259;"AC";"AC"
"916";"916";1988;33;4386,2658;3804,3094;1,153;"RJ";"RJ"
"917";"917";1988;41;4441,3153;3918,4651;1,1334;"PR";"PR"
"918";"918";1988;32;3271,7608;2235,4578;1,4636;"ES";"ES"
"919";"919";1988;42;3687,3214;4450,2166;0,8286;"SC";"SC"
"920";"920";1988;50;3268,8405;2669,8285;1,2244;"MS";"MS"
"921";"921";1988;13;2602,655;1928,6055;1,3495;"AM";"AM"
"922";"922";1987;13;3556,8107;2966,4339;1,199;"AM";"AM"
"923";"923";1987;11;4404,8118;3839,6358;1,1472;"RO";"RO"
"924";"924";1987;25;2382,3217;2125,766;1,1207;"PB";"PB"
"925";"925";1987;16;4932,641;6557,9892;0,7522;"AP";"AP"
"926";"926";1987;22;2153,5808;1892,0186;1,1382;"PI";"PI"
"927";"927";1987;32;3474,9806;2964,9273;1,172;"ES";"ES"
"928";"928";1987;28;2360,5797;1697,0566;1,391;"SE";"SE"
"929";"929";1987;33;5324,5483;4768,3989;1,1166;"RJ";"RJ"
"930";"930";1987;31;4762,078;3456,8895;1,3776;"MG";"MG"
"931";"931";1987;24;3552,7804;3059,0014;1,1614;"RN";"RN"
"932";"932";1987;43;4868,565;3915,1175;1,2435;"RS";"RS"
"933";"933";1987;27;3522,4352;2683,2495;1,3127;"AL";"AL"
"934";"934";1987;50;3776,4627;3360,7428;1,1237;"MS";"MS"
"935";"935";1987;41;4939,8023;4551,4777;1,0853;"PR";"PR"
"936";"936";1987;29;4113,8834;3461,6691;1,1884;"BA";"BA"
"937";"937";1987;51;4038,1829;3443,2075;1,1728;"MT";"MT"
"939";"939";1987;12;1582,9389;1332,4811;1,188;"AC";"AC"
"940";"940";1987;21;2395,1908;1503,5536;1,593;"MA";"MA"
"941";"941";1987;23;3641,2632;2802,8522;1,2991;"CE";"CE"
"942";"942";1987;42;4723,6514;4579,0086;1,0316;"SC";"SC"
"943";"943";1987;26;3087,7792;3016,9808;1,0235;"PE";"PE"
"944";"944";1987;35;5725,307;4499,0957;1,2725;"SP";"SP"
"945";"945";1987;53;4290,4448;5444,1674;0,7881;"DF";"DF"
"946";"946";1987;15;2507,8456;2092,041;1,1988;"PA";"PA"
"947";"947";1987;52;4294,8062;2361,1587;1,8189;"GO";"GO"
"948";"948";1986;41;4837,9104;4495,8023;1,0761;"PR";"PR"
"949";"949";1986;12;1711,1745;1346,5513;1,2708;"AC";"AC"
"950";"950";1986;32;3947,966;3666,6262;1,0767;"ES";"ES"
"952";"952";1986;43;5952,2214;4939,6125;1,205;"RS";"RS"
"953";"953";1986;22;2537,0121;2129,8316;1,1912;"PI";"PI"
"954";"954";1986;42;4970,9711;4797,1569;1,0362;"SC";"SC"
"955";"955";1986;25;2745,247;2509,3825;1,094;"PB";"PB"
"956";"956";1986;24;6613,8259;7319,5946;0,9036;"RN";"RN"
"957";"957";1986;31;4910,618;3841,6076;1,2783;"MG";"MG"
"958";"958";1986;50;4985,2461;4171,1073;1,1952;"MS";"MS"
"959";"959";1986;28;3335,8838;2779,659;1,2001;"SE";"SE"
"960";"960";1986;53;4432,3689;5306,2762;0,8353;"DF";"DF"
"961";"961";1986;15;2772,8994;2184,0928;1,2696;"PA";"PA"
"962";"962";1986;27;3753,7491;3608,3605;1,0403;"AL";"AL"
"963";"963";1986;11;2703,7216;1761,9315;1,5345;"RO";"RO"
"964";"964";1986;13;4362,7023;4018,0949;1,0858;"AM";"AM"
"965";"965";1986;35;5777,5224;4890,339;1,1814;"SP";"SP"
"966";"966";1986;23;3864,4247;2459,6835;1,5711;"CE";"CE"
"967";"967";1986;16;5965,8725;7755,1205;0,7693;"AP";"AP"
"968";"968";1986;29;3887,14;3218,1063;1,2079;"BA";"BA"
"969";"969";1986;21;2184,5276;1587,183;1,3764;"MA";"MA"
"970";"970";1986;51;3646,5393;3613,4342;1,0092;"MT";"MT"
"971";"971";1986;52;4512,2954;3033,962;1,4873;"GO";"GO"
"972";"972";1986;33;4993,9567;4103,1066;1,2171;"RJ";"RJ"
"973";"973";1986;26;3685,7044;4453,9291;0,8275;"PE";"PE"
"975";"975";1985;41;4127,2856;3746,9518;1,1015;"PR";"PR"
"976";"976";1985;53;4322,1269;5016,0094;0,8617;"DF";"DF"
"977";"977";1985;52;3027,4833;2224,3104;1,3611;"GO";"GO"
"978";"978";1985;33;4125,6985;3320,916;1,2423;"RJ";"RJ"
"979";"979";1985;35;4610,5751;4039,2938;1,1414;"SP";"SP"
"980";"980";1985;29;2949,7006;2493,2557;1,1831;"BA";"BA"
"981";"981";1985;27;3212,4371;2861,1315;1,1228;"AL";"AL"
"982";"982";1985;26;2554,3324;2313,5558;1,1041;"PE";"PE"
"983";"983";1985;51;2831,9984;2828,4047;1,0013;"MT";"MT"
"984";"984";1985;21;2007,898;1450,0518;1,3847;"MA";"MA"
"985";"985";1985;25;2612,5592;1981,3147;1,3186;"PB";"PB"
"986";"986";1985;22;2024,6849;1607,3491;1,2596;"PI";"PI"
"987";"987";1985;13;3271,6701;2678,3894;1,2215;"AM";"AM"
"988";"988";1985;42;3462,006;3183,3464;1,0875;"SC";"SC"
"989";"989";1985;50;3323,0574;2714,4619;1,2242;"MS";"MS"
"990";"990";1985;15;2195,257;1869,1023;1,1745;"PA";"PA"
"991";"991";1985;11;4055,0235;3997,4295;1,0144;"RO";"RO"
"992";"992";1985;31;3998,6966;3052,2361;1,3101;"MG";"MG"
"993";"993";1985;16;4676,3666;6553,9594;0,7135;"AP";"AP"
"994";"994";1985;12;1785,4653;1596,4865;1,1184;"AC";"AC"
"995";"995";1985;43;5408,8042;4442,9825;1,2174;"RS";"RS"
"996";"996";1985;24;2311,5402;1796,8681;1,2864;"RN";"RN"
"997";"997";1985;28;2334,0485;1967,7296;1,1862;"SE";"SE"
"998";"998";1985;32;3141,3106;2707,2256;1,1603;"ES";"ES"
"999";"999";1985;23;2596,2402;1581,0484;1,6421;"CE";"CE"
